cid,server_round,elapsed
A,3,0.353625170000214
A,4,0.34939745900010166
A,5,0.4642041439997229
A,6,0.3528942789998837
A,7,0.3496048609999889
A,8,0.35208249900006194
A,9,0.3508257130001766
A,10,0.3497727300000406
A,11,0.35056097200003933
A,12,0.45739437600013844
A,13,0.35086306099992726
A,14,0.3489657980003358
A,15,0.34952778499973647
A,16,0.3492290320000393
A,17,0.3513921870003287
A,18,0.35001399299972036
A,19,0.4575425120001455
A,20,0.34855350699990595
