cid,server_round,elapsed
B,1,0.4156236490000538
B,2,0.2242621190000591
B,5,0.3382684569999128
B,6,0.22447878499997387
B,7,0.2215591140000015
B,8,0.21959351700002117
B,9,0.2204070689999753
B,11,0.22352257099987582
B,12,0.22289626099995985
B,13,0.3300814239998999
B,15,0.28178595999997924
B,18,0.28310899200005224
B,19,0.28645278099997995
B,20,0.28530380799998056
