cid,server_round,elapsed
A,1,0.42718371399996613
A,2,0.22188247400004002
A,3,0.33404000399991673
A,4,0.22042984800009435
A,10,0.219826348999959
A,14,0.2210548049999943
A,16,0.2802644240000518
A,17,0.28174704999992173
A,18,0.28765484499990635
