cid,server_round,elapsed
C,3,0.34846160500001133
C,4,0.3539714749999803
C,5,0.45732623799995054
C,6,0.35684716400010075
C,7,0.3566178340000761
C,8,0.3560454450000634
C,9,0.35789640999996664
C,10,0.35615005800002564
C,11,0.35861995899995236
C,12,0.4445211229999586
C,13,0.35792232699998294
C,14,0.4588863469999751
C,15,0.46022637300006863
C,16,0.4579626599999074
C,17,0.46203130599997166
C,19,0.45645414800003437
C,20,0.550296972999945
